,Mkt-RF,RF,Month,RM,GROSS-RM,GROSS-RF,CumRet-RM,CumRet-RF
540,-0.045,0.004,1971-07-01,-0.040999999999999995,0.959,1.004,0.9534747438761683,1.1620906738234993
541,0.0379,0.004699999999999999,1971-08-01,0.0426,1.0426,1.0047,0.994092767965293,1.1675524999904696
542,-0.0085,0.0037,1971-09-01,-0.0048000000000000004,0.9952,1.0037,0.9893211226790596,1.1718724442404345
543,-0.0442,0.0037,1971-10-01,-0.0405,0.9595,1.0037,0.9492536172105577,1.1762083722841241
544,-0.0046,0.0037,1971-11-01,-0.0008999999999999998,0.9991,1.0037,0.9483992889550682,1.1805603432615754
545,0.08710000000000001,0.0037,1971-12-01,0.0908,1.0908,1.0037,1.0345139443921885,1.1849284165316434
546,0.0249,0.0029,1972-01-01,0.0278,1.0278,1.0029,1.0632734320462913,1.188364708939585
547,0.0287,0.0025,1972-02-01,0.0312,1.0312,1.0025,1.0964475631261354,1.1913356207119339
548,0.0063,0.0027,1972-03-01,0.009000000000000001,1.009,1.0027,1.1063155911942706,1.1945522268878561
549,0.0029,0.0029,1972-04-01,0.0058,1.0058,1.0029,1.1127322216231974,1.1980164283458308
550,0.0125,0.003,1972-05-01,0.0155,1.0155,1.003,1.1299795710583571,1.201610477630868
551,-0.0243,0.0029,1972-06-01,-0.0214,0.9786,1.0029,1.1057980082377084,1.2050951480159975
552,-0.008,0.0031,1972-07-01,-0.0049,0.9951,1.0031,1.1003795979973436,1.2088309429748472
553,0.0326,0.0029,1972-08-01,0.0355,1.0355,1.0029,1.1394430737262495,1.212336552709474
554,-0.0114,0.0034,1972-09-01,-0.008,0.992,1.0034,1.1303275291364396,1.2164584969886862
555,0.0052,0.004,1972-10-01,0.0092,1.0092,1.004,1.140726542404495,1.221324330976641
556,0.046,0.0037,1972-11-01,0.0497,1.0497,1.0037,1.1974206515619985,1.2258432310012546
557,0.0062,0.0037,1972-12-01,0.009899999999999999,1.0099,1.0037,1.2092751160124624,1.2303788509559592
558,-0.0329,0.0044,1973-01-01,-0.028499999999999998,0.9715,1.0044,1.1748107752061072,1.2357925179001654
559,-0.0485,0.0041,1973-02-01,-0.0444,0.9556,1.0041,1.122649176786956,1.240859267223556
560,-0.013,0.0046,1973-03-01,-0.0084,0.9916,1.0046,1.1132189237019456,1.2465672198527844
561,-0.0568,0.0052,1973-04-01,-0.05160000000000001,0.9484,1.0052,1.0557768272389252,1.253049369396019
562,-0.0294,0.0051,1973-05-01,-0.0243,0.9757,1.0051,1.0301214503370193,1.2594399211799387
563,-0.0156,0.0051,1973-06-01,-0.010499999999999999,0.9895,1.0051,1.0193051751084807,1.2658630647779565
564,0.0505,0.0064,1973-07-01,0.056900000000000006,1.0569,1.0064,1.0773036395721531,1.2739645883925355
565,-0.0382,0.006999999999999999,1973-08-01,-0.0312,0.9688,1.007,1.043691766017502,1.282882340511283
566,0.0475,0.0068000000000000005,1973-09-01,0.0543,1.0543,1.0068,1.1003642289122524,1.2916059404267597
567,-0.0083,0.006500000000000001,1973-10-01,-0.0017999999999999995,0.9982,1.0065,1.0983835733002103,1.3000013790395335
568,-0.1275,0.005600000000000001,1973-11-01,-0.12190000000000001,0.8781,1.0056,0.9644906157149147,1.3072813867621549
569,0.0061,0.0064,1973-12-01,0.0125,1.0125,1.0064,0.976546748411351,1.3156479876374325
570,-0.0017,0.0063,1974-01-01,0.0046,1.0046,1.0063,0.9810388634540432,1.3239365699595482
571,-0.004699999999999999,0.0058,1974-02-01,0.0011000000000000003,1.0011,1.0058,0.9821180062038428,1.3316154020653137
572,-0.0281,0.005600000000000001,1974-03-01,-0.0225,0.9775,1.0056,0.9600203510642564,1.3390724483168794
573,-0.0529,0.0075,1974-04-01,-0.0454,0.9546,1.0075,0.9164354271259392,1.349115491679256
574,-0.0468,0.0075,1974-05-01,-0.0393,0.9607,1.0075,0.8804195148398898,1.3592338578668506
575,-0.0283,0.006,1974-06-01,-0.0223,0.9777,1.006,0.8607861596589602,1.3673892610140517
576,-0.0805,0.006999999999999999,1974-07-01,-0.07350000000000001,0.9265,1.007,0.7975183769240266,1.3769609858411498
577,-0.0935,0.006,1974-08-01,-0.0875,0.9125,1.006,0.7277355189431742,1.3852227517561968
578,-0.1177,0.008100000000000001,1974-09-01,-0.1096,0.8904,1.0081,0.6479757060670023,1.396443056045422
579,0.161,0.0051,1974-10-01,0.1661,1.1661,1.0051,0.7556044708447313,1.4035649156312537
580,-0.0451,0.0054,1974-11-01,-0.0397,0.9603,1.0054,0.7256069733521955,1.4111441661756625
581,-0.0345,0.006999999999999999,1974-12-01,-0.027500000000000004,0.9725,1.007,0.7056527815850101,1.421022175338892
582,0.1366,0.0058,1975-01-01,0.1424,1.1424,1.0058,0.8061377376827156,1.4292641039558578
583,0.0556,0.0043,1975-02-01,0.059899999999999995,1.0599,1.0043,0.8544253881699103,1.435409939602868
584,0.0266,0.0041,1975-03-01,0.030699999999999998,1.0307,1.0041,0.8806562475867266,1.4412951203552395
585,0.0423,0.0044,1975-04-01,0.0467,1.0467,1.0044,0.9217828943490266,1.4476368188848026
586,0.0519,0.0044,1975-05-01,0.0563,1.0563,1.0044,0.9736792713008768,1.4540064208878956
587,0.0483,0.0041,1975-06-01,0.0524,1.0524,1.0041,1.0247000651170428,1.459967847213536
588,-0.0659,0.0048,1975-07-01,-0.0611,0.9389,1.0048,0.9620908911383914,1.466975692880161
589,-0.0285,0.0048,1975-08-01,-0.023700000000000002,0.9763,1.0048,0.9392893370184114,1.4740171762059855
590,-0.0426,0.0053,1975-09-01,-0.0373,0.9627,1.0053,0.9042538447476247,1.4818294672398773
591,0.0531,0.005600000000000001,1975-10-01,0.0587,1.0587,1.0056,0.9573335454343103,1.4901277122564207
592,0.0264,0.0041,1975-11-01,0.0305,1.0305,1.0041,0.9865322185700567,1.496237235876672
593,-0.016,0.0048,1975-12-01,-0.011200000000000002,0.9888,1.0048,0.9754830577220721,1.5034191746088799
594,0.1216,0.004699999999999999,1976-01-01,0.1263,1.1263,1.0047,1.0986865679123698,1.5104852447295414
595,0.0032,0.0034,1976-02-01,0.0066,1.0066,1.0034,1.1059378992605915,1.5156208945616219
596,0.0232,0.004,1976-03-01,0.0272,1.0272,1.004,1.1360194101204795,1.5216833781398684
597,-0.0149,0.0042,1976-04-01,-0.010700000000000001,0.9893,1.0042,1.1238640024321902,1.528074448328056
598,-0.0134,0.0037,1976-05-01,-0.0097,0.9903,1.0037,1.1129625216085979,1.5337283237868697
599,0.0405,0.0043,1976-06-01,0.0448,1.0448,1.0043,1.162823242576663,1.5403233555791533
600,-0.0107,0.004699999999999999,1976-07-01,-0.006,0.994,1.0047,1.155846303121203,1.5475628753503752
601,-0.005600000000000001,0.0042,1976-08-01,-0.001400000000000001,0.9986,1.0042,1.1542281182968332,1.5540626394268466
602,0.0207,0.0044,1976-09-01,0.0251,1.0251,1.0044,1.1831992440660837,1.5609005150403248
603,-0.0242,0.0041,1976-10-01,-0.0201,0.9799,1.0041,1.1594169392603555,1.5673002071519901
604,0.0036,0.004,1976-11-01,0.0076,1.0076,1.004,1.1682285079987342,1.5735694079805982
605,0.0565,0.004,1976-12-01,0.0605,1.0605,1.004,1.2389063327326577,1.5798636856125206
606,-0.0405,0.0036,1977-01-01,-0.0369,0.9631,1.0036,1.1931906890548225,1.5855511948807257
607,-0.0194,0.0035,1977-02-01,-0.0159,0.9841,1.0035,1.1742189570988508,1.5911006240628083
608,-0.0137,0.0038,1977-03-01,-0.0099,0.9901,1.0038,1.1625941894235723,1.597146806434247
609,0.0015,0.0038,1977-04-01,0.0053,1.0053,1.0038,1.1687559386275173,1.6032159642986972
610,-0.0145,0.0037,1977-05-01,-0.0108,0.9892,1.0037,1.15613337449034,1.6091478633666023
611,0.0471,0.004,1977-06-01,0.051100000000000007,1.0511,1.004,1.2152117899267962,1.6155844548200686
612,-0.0169,0.0042,1977-07-01,-0.0127,0.9873,1.0042,1.199778600194726,1.6223699095303128
613,-0.0175,0.0044,1977-08-01,-0.0131,0.9869,1.0044,1.184061500532175,1.629508337132246
